"PSEBR_a1717,Putative transcription factor, Crp family","ELZ14_09460,fumarate/nitrate reduction transcriptional regulator Fnr","PSBVI21_RS0126395,fumarate/nitrate reduction transcriptional regulator Fnr","P908_RS23045,fumarate/nitrate reduction transcriptional regulator Fnr","BK653_04290,transcriptional regulator FNR","BK654_08685,transcriptional regulator FNR","BK655_23400,transcriptional regulator FNR","SAMN04490180_0224,transcriptional regulator, Crp/Fnr family","CD58_09510,transcriptional regulator","BK657_12680,transcriptional regulator FNR","A0U95_07335,transcriptional regulator","AK973_2039,Fumarate and nitrate reduction regulatory protein","LZ4_RS08715,fumarate/nitrate reduction transcriptional regulator Fnr","AW28_RS05715,fumarate/nitrate reduction transcriptional regulator Fnr","AD658_RS09335,fumarate/nitrate reduction transcriptional regulator Fnr","BK656_03705,transcriptional regulator FNR","BK652_23920,transcriptional regulator FNR"
"PSEBR_a1718,Coproporphyrinogen dehydrogenase (oxygen-independent coproporphyrinogen III oxidase)","ELZ14_09465,oxygen-independent coproporphyrinogen III oxidase","PSBVI21_RS0126390,oxygen-independent coproporphyrinogen III oxidase","P908_RS23040,oxygen-independent coproporphyrinogen III oxidase","BK653_04285,oxygen-independent coproporphyrinogen III oxidase","BK654_08680,oxygen-independent coproporphyrinogen III oxidase","BK655_23405,oxygen-independent coproporphyrinogen III oxidase","SAMN04490180_0225,oxygen-independent coproporphyrinogen-3 oxidase","CD58_09515,coproporphyrinogen III oxidase","BK657_12675,oxygen-independent coproporphyrinogen III oxidase","A0U95_07330,coproporphyrinogen III oxidase","AK973_2041,Coproporphyrinogen III oxidase, oxygen-independent","LZ4_RS08720,oxygen-independent coproporphyrinogen III oxidase","AW28_RS05720,oxygen-independent coproporphyrinogen III oxidase","AD658_RS09340,oxygen-independent coproporphyrinogen III oxidase","BK656_03710,oxygen-independent coproporphyrinogen III oxidase","BK652_23925,oxygen-independent coproporphyrinogen III oxidase"
"PSEBR_a1719,Conserved hypothetical protein; putative membrane protein","ELZ14_09470,sulfite exporter TauE/SafE family protein","PSBVI21_RS0126385,sulfite exporter TauE/SafE family protein","P908_RS23035,sulfite exporter TauE/SafE family protein","BK653_04280,cytochrome biogenesis protein","BK654_08675,cytochrome biogenesis protein","BK655_23410,cytochrome biogenesis protein","SAMN04490180_0226,hypothetical protein","CD58_09520,cytochrome biogenesis protein","BK657_12670,cytochrome biogenesis protein","A0U95_07325,cytochrome biogenesis protein","AK973_2042,Heavy-metal-associated domain (N-terminus) and membrane-bounded cytochrome biogenesis cycZ-like domain, possible membrane copper tolerance protein","LZ4_RS08725,sulfite exporter TauE/SafE family protein","AW28_RS05725,sulfite exporter TauE/SafE family protein","AD658_RS09345,sulfite exporter TauE/SafE family protein","BK656_03715,cytochrome biogenesis protein","BK652_23930,cytochrome biogenesis protein"
"PSEBR_a1720,Putative cytochrome maturation protein","ELZ14_09475,cbb3-type cytochrome oxidase assembly protein CcoS","PSBVI21_RS0126380,cbb3-type cytochrome oxidase assembly protein CcoS","P908_RS23030,cbb3-type cytochrome oxidase assembly protein CcoS","BK653_04275,cytochrome oxidase maturation protein, cbb3-type","BK654_08670,cytochrome oxidase maturation protein, cbb3-type","BK655_23415,cytochrome oxidase maturation protein, cbb3-type","SAMN04490180_0227,cytochrome oxidase maturation protein, cbb3-type","CD58_09525,cytochrome oxidase maturation protein Cbb3","BK657_12665,cytochrome oxidase maturation protein, cbb3-type","A0U95_07320,cytochrome C oxidase Cbb3","AK973_2043,Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion","LZ4_RS08730,cbb3-type cytochrome oxidase assembly protein CcoS","AW28_RS05730,cbb3-type cytochrome oxidase assembly protein CcoS","AD658_RS09350,cbb3-type cytochrome oxidase assembly protein CcoS","BK656_03720,cytochrome oxidase maturation protein, cbb3-type","BK652_23935,cytochrome oxidase maturation protein, cbb3-type"
"PSEBR_a1722,Conserved hypothetical protein","ELZ14_09485,hypothetical protein","PSBVI21_RS0126370,membrane protein","P908_RS23020,membrane protein","BK653_04265,hypothetical protein","BK654_08660,hypothetical protein","BK655_23425,hypothetical protein","SAMN04490180_0229,hypothetical protein","CD58_09535,membrane protein","BK657_12655,hypothetical protein","A0U95_07310,hypothetical protein","AK973_2045,Putative CcoH-like protein","LZ4_RS08740,membrane protein","AW28_RS05740,membrane protein","AD658_RS09360,membrane protein","BK656_03730,hypothetical protein","BK652_23945,hypothetical protein"
"PSEBR_a1723,Putative cytochrome c oxidase accessory protein","ELZ14_09490,cytochrome c oxidase accessory protein CcoG","PSBVI21_RS0126365,cytochrome c oxidase accessory protein CcoG","P908_RS23015,cytochrome c oxidase accessory protein CcoG","BK653_04260,cytochrome c oxidase accessory protein CcoG","BK654_08655,cytochrome c oxidase accessory protein CcoG","BK655_23430,cytochrome c oxidase accessory protein CcoG","SAMN04490180_0230,cytochrome c oxidase accessory protein FixG","CD58_09540,(Fe-S)-binding protein","BK657_12650,cytochrome c oxidase accessory protein CcoG","A0U95_07305,cytochrome c oxidase accessory protein CcoG","AK973_2046,Type cbb3 cytochrome oxidase biogenesis protein CcoG, involved in Cu oxidation","LZ4_RS08745,cytochrome c oxidase accessory protein CcoG","AW28_RS05745,cytochrome c oxidase accessory protein CcoG","AD658_RS09365,cytochrome c oxidase accessory protein CcoG","BK656_03735,cytochrome c oxidase accessory protein CcoG","BK652_23950,cytochrome c oxidase accessory protein CcoG"
"PSEBR_a1724,Putative cytochrome-c oxidase, subunit III","ELZ14_09495,cytochrome-c oxidase, cbb3-type subunit III","PSBVI21_RS0126360,cytochrome-c oxidase, cbb3-type subunit III","P908_RS23010,cytochrome-c oxidase, cbb3-type subunit III","BK653_04245,cytochrome-c oxidase, cbb3-type subunit III","BK654_08640,cytochrome-c oxidase, cbb3-type subunit III","BK655_23435,cytochrome-c oxidase, cbb3-type subunit III","SAMN04490180_0231,cytochrome c oxidase cbb3-type subunit 3","CD58_09575,cytochrome Cbb3","BK657_12645,cytochrome-c oxidase, cbb3-type subunit III","A0U95_07300,cytochrome C oxidase Cbb3","AK973_2047,Cytochrome c oxidase subunit CcoP","LZ4_RS08770,cytochrome-c oxidase, cbb3-type subunit III","AW28_RS05750,cytochrome-c oxidase, cbb3-type subunit III","AD658_RS09370,cytochrome-c oxidase, cbb3-type subunit III","BK656_03740,cytochrome-c oxidase, cbb3-type subunit III","BK652_23980,cytochrome-c oxidase, cbb3-type subunit III"
"PSEBR_a1725,Putative cytochrome-c oxidase, subunit IV","ELZ14_09500,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","PSBVI21_RS0126355,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","P908_RS23005,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","BK653_04240,cbb3-type cytochrome C oxidase subunit 3","BK654_08635,cbb3-type cytochrome C oxidase subunit 3","BK655_23440,cbb3-type cytochrome C oxidase subunit 3","SAMN04490180_0232,cytochrome c oxidase cbb3-type subunit 4","CD58_09580,cytochrome oxidase","BK657_12640,cbb3-type cytochrome C oxidase subunit 3","A0U95_07295,cytochrome oxidase","AK973_2048,Cytochrome c oxidase subunit CcoQ","LZ4_RS08775,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","AW28_RS05755,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","AD658_RS09375,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","BK656_03745,cbb3-type cytochrome C oxidase subunit 3","BK652_23985,cbb3-type cytochrome C oxidase subunit 3"
"PSEBR_a1726,Putative cytochrome-c oxidase, subunit II","ELZ14_09505,cytochrome-c oxidase, cbb3-type subunit II","PSBVI21_RS0126350,cytochrome-c oxidase, cbb3-type subunit II","P908_RS23000,cytochrome-c oxidase, cbb3-type subunit II","BK653_04235,cytochrome-c oxidase, cbb3-type subunit II","BK654_08630,cytochrome-c oxidase, cbb3-type subunit II","BK655_23445,cytochrome-c oxidase, cbb3-type subunit II","SAMN04490180_0233,cytochrome c oxidase cbb3-type subunit 2","CD58_09585,cbb3-type cytochrome c oxidase subunit II","BK657_12635,cytochrome-c oxidase, cbb3-type subunit II","A0U95_07290,cytochrome C oxidase Cbb3","AK973_2049,Cytochrome c oxidase subunit CcoO","LZ4_RS08780,cytochrome-c oxidase, cbb3-type subunit II","AW28_RS05760,cytochrome-c oxidase, cbb3-type subunit II","AD658_RS09380,cytochrome-c oxidase, cbb3-type subunit II","BK656_03750,cytochrome-c oxidase, cbb3-type subunit II","BK652_23990,cytochrome-c oxidase, cbb3-type subunit II"
"PSEBR_a1727,Putative cytochrome-c oxidase, subunit I","ELZ14_09510,cytochrome-c oxidase, cbb3-type subunit I","PSBVI21_RS0126345,cytochrome-c oxidase, cbb3-type subunit I","P908_RS22995,cytochrome-c oxidase, cbb3-type subunit I","BK653_04230,cytochrome-c oxidase, cbb3-type subunit I","BK654_08625,cytochrome-c oxidase, cbb3-type subunit I","BK655_23450,cytochrome-c oxidase, cbb3-type subunit I","SAMN04490180_0234,cytochrome c oxidase cbb3-type subunit 1","CD58_09590,cbb3-type cytochrome c oxidase subunit I","BK657_12630,cytochrome-c oxidase, cbb3-type subunit I","A0U95_07285,cytochrome C oxidase Cbb3","AK973_2050,Cytochrome c oxidase subunit CcoN","LZ4_RS08785,cytochrome-c oxidase, cbb3-type subunit I","AW28_RS05765,cytochrome-c oxidase, cbb3-type subunit I","AD658_RS09385,cytochrome-c oxidase, cbb3-type subunit I","BK656_03755,cytochrome-c oxidase, cbb3-type subunit I","BK652_23995,cytochrome-c oxidase, cbb3-type subunit I"
"PSEBR_a1728,Putative cytochrome-c oxidase, subunit III","ELZ14_09515,cytochrome-c oxidase, cbb3-type subunit III","PSBVI21_RS0126340,cytochrome-c oxidase, cbb3-type subunit III","P908_RS22990,cytochrome-c oxidase, cbb3-type subunit III","BK653_04225,cytochrome-c oxidase, cbb3-type subunit III","BK654_08620,cytochrome-c oxidase, cbb3-type subunit III","BK655_23455,cytochrome-c oxidase, cbb3-type subunit III","SAMN04490180_0235,cytochrome c oxidase cbb3-type subunit 3","CD58_09595,cytochrome Cbb3","BK657_12625,cytochrome-c oxidase, cbb3-type subunit III","A0U95_07280,cytochrome C oxidase Cbb3","AK973_2052,Cytochrome c oxidase subunit CcoP","LZ4_RS08790,cytochrome-c oxidase, cbb3-type subunit III","AW28_RS05770,cytochrome-c oxidase, cbb3-type subunit III","AD658_RS09390,cytochrome-c oxidase, cbb3-type subunit III","BK656_03760,cytochrome-c oxidase, cbb3-type subunit III","BK652_24000,cytochrome-c oxidase, cbb3-type subunit III"
"PSEBR_a1729,Putative cytochrome-c oxidase, subunit IV","ELZ14_09520,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","PSBVI21_RS0126335,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","P908_RS22985,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","BK653_04220,cytochrome-c oxidase","BK654_08615,cytochrome-c oxidase","BK655_23460,cytochrome-c oxidase","SAMN04490180_0236,cytochrome c oxidase cbb3-type subunit 4","CD58_09600,cytochrome C oxidase","BK657_12620,cytochrome-c oxidase","A0U95_07275,cytochrome-c oxidase","AK973_2053,Cytochrome c oxidase subunit CcoQ","LZ4_RS08795,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","AW28_RS05775,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","AD658_RS09395,CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone","BK656_03765,cytochrome-c oxidase","BK652_24005,cytochrome-c oxidase"
"PSEBR_a1730,Putative cytochrome-c oxidase, subunit II","ELZ14_09525,cytochrome-c oxidase, cbb3-type subunit II","PSBVI21_RS0126330,cytochrome-c oxidase, cbb3-type subunit II","P908_RS22980,cytochrome-c oxidase, cbb3-type subunit II","BK653_04215,cytochrome-c oxidase, cbb3-type subunit II","BK654_08610,cytochrome-c oxidase, cbb3-type subunit II","BK655_23465,cytochrome-c oxidase, cbb3-type subunit II","SAMN04490180_0237,cytochrome c oxidase cbb3-type subunit 2","CD58_09605,cbb3-type cytochrome c oxidase subunit II","BK657_12615,cytochrome-c oxidase, cbb3-type subunit II","A0U95_07270,cytochrome C oxidase Cbb3","AK973_2054,Cytochrome c oxidase subunit CcoO","LZ4_RS08800,cytochrome-c oxidase, cbb3-type subunit II","AW28_RS05780,cytochrome-c oxidase, cbb3-type subunit II","AD658_RS09400,cytochrome-c oxidase, cbb3-type subunit II","BK656_03770,cytochrome-c oxidase, cbb3-type subunit II","BK652_24010,cytochrome-c oxidase, cbb3-type subunit II"
"PSEBR_a1731,Putative cytochrome-c oxidase, subunit I","ELZ14_09530,cytochrome-c oxidase, cbb3-type subunit I","PSBVI21_RS0126325,cytochrome-c oxidase, cbb3-type subunit I","P908_RS22975,cytochrome-c oxidase, cbb3-type subunit I","BK653_04210,cytochrome-c oxidase, cbb3-type subunit I","BK654_08605,cytochrome-c oxidase, cbb3-type subunit I","BK655_23470,cytochrome-c oxidase, cbb3-type subunit I","SAMN04490180_0238,cytochrome c oxidase cbb3-type subunit 1","CD58_09610,cbb3-type cytochrome c oxidase subunit I","BK657_12610,cytochrome-c oxidase, cbb3-type subunit I","A0U95_07265,cytochrome C oxidase Cbb3","AK973_2055,Cytochrome c oxidase subunit CcoN","LZ4_RS08805,cytochrome-c oxidase, cbb3-type subunit I","AW28_RS05785,cytochrome-c oxidase, cbb3-type subunit I","AD658_RS09405,cytochrome-c oxidase, cbb3-type subunit I","BK656_03775,cytochrome-c oxidase, cbb3-type subunit I","BK652_24015,cytochrome-c oxidase, cbb3-type subunit I"
"PSEBR_a1732,Conserved hypothetical protein","ELZ14_09535,alpha/beta hydrolase","PSBVI21_RS0126320,alpha/beta hydrolase","P908_RS22970,alpha/beta hydrolase","BK653_04205,alpha/beta hydrolase","BK654_08600,alpha/beta hydrolase","BK655_23475,alpha/beta hydrolase","SAMN04490180_0239,hypothetical protein","CD58_09615,alpha/beta hydrolase","BK657_12605,alpha/beta hydrolase","A0U95_07260,alpha/beta hydrolase","AK973_2056,putative hydrolase of the alpha/beta-hydrolase fold","LZ4_RS08810,alpha/beta hydrolase","AW28_RS05790,alpha/beta hydrolase","AD658_RS09410,alpha/beta hydrolase","BK656_03780,alpha/beta hydrolase","BK652_24020,alpha/beta hydrolase"
"PSEBR_a1733,Putative methyl-accepting chemotaxis protein","ELZ14_09540,PAS domain S-box protein","PSBVI21_RS0126315,PAS domain S-box protein","P908_RS22965,PAS domain S-box protein","BK653_04195,chemotaxis protein","BK654_08595,chemotaxis protein","BK655_23480,chemotaxis protein","SAMN04490180_0240,methyl-accepting chemotaxis sensory transducer with Pas/Pac sensor","CD58_09620,chemotaxis protein","BK657_12600,chemotaxis protein","A0U95_07255,chemotaxis protein","AK973_2057,Aerotaxis receptor Aer","LZ4_RS08815,PAS domain S-box protein","AW28_RS05795,PAS domain S-box protein","AD658_RS09415,PAS domain S-box protein","BK656_03785,chemotaxis protein","BK652_24025,chemotaxis protein"
"PSEBR_a1734,Conserved hypothetical protein; putative membrane protein","ELZ14_09545,CPBP family intramembrane metalloprotease","PSBVI21_RS0126310,CPBP family intramembrane metalloprotease","P908_RS22960,CPBP family intramembrane metalloprotease","BK653_04190,CAAX protease family protein","BK654_08590,CAAX protease family protein","BK655_23485,CAAX protease family protein","SAMN04490180_0241,hypothetical protein","CD58_09625,CAAX protease","BK657_12595,CAAX protease family protein","A0U95_07250,CAAX protease","AK973_2058,CAAX amino terminal protease family protein","LZ4_RS08820,CPBP family intramembrane metalloprotease","AW28_RS05800,CPBP family intramembrane metalloprotease","AD658_RS09420,CPBP family intramembrane metalloprotease","BK656_03790,CAAX protease family protein","BK652_24030,CAAX protease family protein"
"PSEBR_a1735,Aconitate hydratase","ELZ14_09550,aconitate hydratase AcnA","PSBVI21_RS0126305,aconitate hydratase AcnA","P908_RS22955,aconitate hydratase AcnA","BK653_04185,aconitate hydratase 1","BK654_08585,aconitate hydratase 1","BK655_23490,aconitate hydratase 1","SAMN04490180_0242,aconitase","CD58_09630,aconitate hydratase","BK657_12590,aconitate hydratase 1","A0U95_07245,aconitate hydratase","AK973_2059,Aconitate hydratase","LZ4_RS08825,aconitate hydratase AcnA","AW28_RS05805,aconitate hydratase AcnA","AD658_RS09425,aconitate hydratase AcnA","BK656_03795,aconitate hydratase 1","BK652_24035,aconitate hydratase 1"
"PSEBR_a1736,Putative RNA 2-O-ribose methyltransferase","ELZ14_09555,23S rRNA (cytidine(2498)-2-O)-methyltransferase RlmM","PSBVI21_RS0126300,23S rRNA (cytidine(2498)-2-O)-methyltransferase RlmM","P908_RS22950,23S rRNA (cytidine(2498)-2-O)-methyltransferase RlmM","BK653_04180,23S rRNA (cytidine(2498)-2-O)-methyltransferase RlmM","BK654_08580,23S rRNA (cytidine(2498)-2-O)-methyltransferase RlmM","BK655_23495,23S rRNA (cytidine(2498)-2-O)-methyltransferase RlmM","SAMN04490180_0243,23S rRNA (cytidine2498-2-O)-methyltransferase","CD58_09635,23S rRNA methyltransferase","BK657_12585,23S rRNA (cytidine(2498)-2-O)-methyltransferase RlmM","A0U95_07240,23S rRNA (cytidine(2498)-2-O)-methyltransferase RlmM","AK973_2060,LSU rRNA 2-O-methyl-C2498 methyltransferase RlmM","LZ4_RS08830,23S rRNA (cytidine(2498)-2-O)-methyltransferase RlmM","AW28_RS05810,23S rRNA (cytidine(2498)-2-O)-methyltransferase RlmM","AD658_RS09430,23S rRNA (cytidine(2498)-2-O)-methyltransferase RlmM","BK656_03800,23S rRNA (cytidine(2498)-2-O)-methyltransferase RlmM","BK652_24040,23S rRNA (cytidine(2498)-2-O)-methyltransferase RlmM"
"PSEBR_a1737,sulfurtransferase","ELZ14_09560,sulfurtransferase TusA","PSBVI21_RS0126295,sulfurtransferase TusA","P908_RS22945,sulfurtransferase TusA","BK653_04175,sulfurtransferase TusA","BK654_08575,sulfurtransferase TusA","BK655_23500,sulfurtransferase TusA","SAMN04490180_0244,tRNA 2-thiouridine synthesizing protein A","CD58_09640,sulfurtransferase","BK657_12580,sulfurtransferase TusA","A0U95_07235,sulfurtransferase TusA","AK973_2061,tRNA 5-methylaminomethyl-2-thiouridine synthase TusA","LZ4_RS08835,sulfurtransferase TusA","AW28_RS05815,sulfurtransferase TusA","AD658_RS09435,sulfurtransferase TusA","BK656_03805,sulfurtransferase TusA","BK652_24045,sulfurtransferase TusA"
"PSEBR_a1738,Putative multidrug resistance protein","ELZ14_09565,MATE family efflux transporter","PSBVI21_RS0126290,MATE family efflux transporter","P908_RS22940,MATE family efflux transporter","BK653_04170,MATE family efflux transporter","BK654_08570,MATE family efflux transporter","BK655_23505,MATE family efflux transporter","SAMN04490180_0245,multidrug resistance protein, MATE family","CD58_09645,multidrug transporter","BK657_12575,MATE family efflux transporter","A0U95_07230,MATE family efflux transporter","AK973_2062,Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pump","LZ4_RS08840,MATE family efflux transporter","AW28_RS05820,MATE family efflux transporter","AD658_RS09440,MATE family efflux transporter","BK656_03810,MATE family efflux transporter","BK652_24050,MATE family efflux transporter"
"PSEBR_a1739,Putative 4-phosphoerythronate dehydrogenase (erythronate-4-phosphate dehydrogenase)","ELZ14_09570,4-phosphoerythronate dehydrogenase PdxB","PSBVI21_RS0126285,4-phosphoerythronate dehydrogenase PdxB","P908_RS22935,4-phosphoerythronate dehydrogenase PdxB","BK653_04165,4-phosphoerythronate dehydrogenase","BK654_08565,4-phosphoerythronate dehydrogenase","BK655_23510,4-phosphoerythronate dehydrogenase","SAMN04490180_0246,4-phosphoerythronate dehydrogenase","CD58_09650,erythronate-4-phosphate dehydrogenase","BK657_12570,4-phosphoerythronate dehydrogenase","A0U95_07225,erythronate-4-phosphate dehydrogenase","AK973_2063,Erythronate-4-phosphate dehydrogenase","LZ4_RS08845,4-phosphoerythronate dehydrogenase PdxB","AW28_RS05825,4-phosphoerythronate dehydrogenase PdxB","AD658_RS09445,4-phosphoerythronate dehydrogenase PdxB","BK656_03815,4-phosphoerythronate dehydrogenase","BK652_24055,4-phosphoerythronate dehydrogenase"
"PSEBR_a1740,Conserved hypothetical protein","ELZ14_09575,hypothetical protein","PSBVI21_RS0126280,hypothetical protein","P908_RS22930,hypothetical protein","BK653_04160,hypothetical protein","BK654_08560,hypothetical protein","BK655_23515,hypothetical protein","SAMN04490180_0247,hypothetical protein","CD58_09655,hypothetical protein","BK657_12565,hypothetical protein","A0U95_07220,hypothetical protein","AK973_2064,hypothetical protein","LZ4_RS08850,hypothetical protein","AW28_RS05830,hypothetical protein","AD658_RS09450,hypothetical protein","BK656_03820,hypothetical protein","BK652_24060,hypothetical protein"
"PSEBR_a1741,Putative ABC transporter, ATP-binding/permease components","ELZ14_09580,ATP-binding cassette domain-containing protein","PSBVI21_RS0126275,ATP-binding cassette domain-containing protein","P908_RS22925,ATP-binding cassette domain-containing protein","BK653_04155,ABC transporter ATP-binding protein","BK654_08555,ABC transporter ATP-binding protein","BK655_23520,ABC transporter ATP-binding protein","SAMN04490180_0248,ATP-binding cassette, subfamily B","CD58_09660,ABC transporter ATP-binding protein","BK657_12560,ABC transporter ATP-binding protein","A0U95_07215,ABC transporter ATP-binding protein","AK973_2065,Lipid A export ATP-binding/permease protein MsbA","LZ4_RS08855,ATP-binding cassette domain-containing protein","AW28_RS05835,ATP-binding cassette domain-containing protein","AD658_RS09455,ATP-binding cassette domain-containing protein","BK656_03825,ABC transporter ATP-binding protein","BK652_24065,ABC transporter ATP-binding protein"
"PSEBR_a1743,Putative lytic transglycosylase","ELZ14_09590,lytic murein transglycosylase","PSBVI21_RS0126270,lytic transglycosylase","P908_RS22920,lytic transglycosylase","BK653_04150,lytic murein transglycosylase","BK654_08550,lytic murein transglycosylase","BK655_23525,lytic murein transglycosylase","SAMN04490180_0249,soluble lytic murein transglycosylase","CD58_09665,lytic transglycosylase","BK657_12555,lytic murein transglycosylase","A0U95_07210,lytic transglycosylase","AK973_2067,Soluble lytic murein transglycosylase precursor","LZ4_RS08860,lytic transglycosylase","AW28_RS05840,lytic transglycosylase","AD658_RS09460,lytic transglycosylase","BK656_03830,lytic murein transglycosylase","BK652_24070,lytic murein transglycosylase"
"PSEBR_a1744,Putative ABC transporter, ATP-binding component","ELZ14_09595,ATP-binding cassette domain-containing protein","PSBVI21_RS0126265,ATP-binding cassette domain-containing protein","P908_RS22915,ATP-binding cassette domain-containing protein","BK653_04145,ABC transporter ATP-binding protein","BK654_08545,ABC transporter ATP-binding protein","BK655_23530,ABC transporter ATP-binding protein","SAMN04490180_0250,ATP-binding cassette, subfamily F, uup","CD58_09675,ABC transporter ATPase","BK657_12550,ABC transporter ATP-binding protein","A0U95_07205,ABC transporter ATP-binding protein","AK973_2068,ATPase components of ABC transporter with duplicated ATPase domain","LZ4_RS08865,ATP-binding cassette domain-containing protein","AW28_RS05845,ATP-binding cassette domain-containing protein","AD658_RS09465,ATP-binding cassette domain-containing protein","BK656_03835,ABC transporter ATP-binding protein","BK652_24075,ABC transporter ATP-binding protein"
"PSEBR_a1745,Conserved hypothetical protein","ELZ14_09600,universal stress protein","PSBVI21_RS0126260,universal stress protein","P908_RS22910,universal stress protein","BK653_04140,universal stress protein UspA","BK654_08540,universal stress protein UspA","BK655_23535,universal stress protein UspA","SAMN04490180_0251,universal stress protein A","CD58_09680,universal stress protein UspA","BK657_12545,universal stress protein UspA","A0U95_07200,universal stress protein UspA","AK973_2069,Universal stress protein family","LZ4_RS08870,universal stress protein","AW28_RS05850,universal stress protein","AD658_RS09470,universal stress protein","BK656_03840,universal stress protein UspA","BK652_24080,universal stress protein UspA"
"PSEBR_a1746,Conserved hypothetical protein","ELZ14_09605,hypothetical protein","PSBVI21_RS0126255,hypothetical protein","P908_RS22905,hypothetical protein","BK653_04135,hypothetical protein","BK654_08535,hypothetical protein","BK655_23540,hypothetical protein","SAMN04490180_0252,hypothetical protein","CD58_09685,hypothetical protein","BK657_12540,hypothetical protein","A0U95_07195,hypothetical protein","AK973_2070,hypothetical protein","LZ4_RS08875,hypothetical protein","AW28_RS05855,hypothetical protein","AD658_RS09475,hypothetical protein","BK656_03845,hypothetical protein","BK652_24085,hypothetical protein"
"PSEBR_a1747,multifunctional fatty acid oxidation complex","ELZ14_09610,fatty acid oxidation complex subunit alpha FadB","PSBVI21_RS0126250,fatty acid oxidation complex subunit alpha FadB","P908_RS22900,fatty acid oxidation complex subunit alpha FadB","BK653_04130,multifunctional fatty acid oxidation complex subunit alpha","BK654_08530,multifunctional fatty acid oxidation complex subunit alpha","BK655_23545,multifunctional fatty acid oxidation complex subunit alpha","SAMN04490180_0253,short chain enoyl-CoA hydratase /3-hydroxyacyl-CoA dehydrogenase","CD58_09690,multifunctional fatty acid oxidation complex subunit alpha","BK657_12535,multifunctional fatty acid oxidation complex subunit alpha","A0U95_07190,multifunctional fatty acid oxidation complex subunit alpha","AK973_2071,Enoyl-CoA hydratase","LZ4_RS08880,fatty acid oxidation complex subunit alpha FadB","AW28_RS05860,fatty acid oxidation complex subunit alpha FadB","AD658_RS09480,fatty acid oxidation complex subunit alpha FadB","BK656_03850,multifunctional fatty acid oxidation complex subunit alpha","BK652_24090,multifunctional fatty acid oxidation complex subunit alpha"
"PSEBR_a1749,Conserved hypothetical protein","ELZ14_09620,DUF1653 domain-containing protein","PSBVI21_RS0126240,DUF1653 domain-containing protein","P908_RS22890,DUF1653 domain-containing protein","BK653_04120,TonB box-like protein","BK654_08520,TonB box-like protein","BK655_23555,TonB box-like protein","SAMN04490180_0255,Protein of unknown function","CD58_09700,hypothetical protein","BK657_12525,TonB box-like protein","A0U95_07180,TonB box-like protein","AK973_2073,hypothetical protein","LZ4_RS08890,DUF1653 domain-containing protein","AW28_RS05870,DUF1653 domain-containing protein","AD658_RS09490,DUF1653 domain-containing protein","BK656_03860,TonB box-like protein","BK652_24100,TonB box-like protein"
"PSEBR_a1750,DNA topoisomerase (DNA topoisomerase I)","ELZ14_09625,type I DNA topoisomerase","PSBVI21_RS0126235,type I DNA topoisomerase","P908_RS22885,type I DNA topoisomerase","BK653_04115,DNA topoisomerase I","BK654_08515,DNA topoisomerase I","BK655_23560,DNA topoisomerase I","SAMN04490180_0256,DNA topoisomerase I","CD58_09705,DNA topoisomerase I","BK657_12520,DNA topoisomerase I","A0U95_07175,DNA topoisomerase I subunit omega","AK973_2074,DNA topoisomerase I","LZ4_RS08895,type I DNA topoisomerase","AW28_RS05875,type I DNA topoisomerase","AD658_RS09495,type I DNA topoisomerase","BK656_03865,DNA topoisomerase I","BK652_24105,DNA topoisomerase I"
"PSEBR_a1751,Conserved hypothetical protein","ELZ14_09630,PasA protein","PSBVI21_RS0126230,hypothetical protein","P908_RS22880,hypothetical protein","BK653_04110,PasA protein","BK654_08510,PasA protein","BK655_23565,PasA protein","SAMN04490180_0257,hypothetical protein","CD58_09710,PasA protein","BK657_12515,PasA protein","A0U95_07170,PasA protein","AK973_2075,hypothetical protein","LZ4_RS08900,PasA protein","AW28_RS05880,hypothetical protein","AD658_RS09500,hypothetical protein","BK656_03870,PasA protein","BK652_24110,PasA protein"
