Pbr-3Re2-7_21005;hypothetical protein;Pbr-51MFCVI2_02670;hypothetical protein;Pbr-BS3663_13340;hypothetical protein;Pbr-L13-6-12_25720;hypothetical protein;Pbr-LBUM300_22755;hypothetical protein;Pbr-NFM421_21895;hypothetical protein;Pbr-PA1G7_24780;hypothetical protein;Pbr-PP1_210F_11735;hypothetical protein;Pbr-TM1A3_07845;hypothetical protein
Pbr-3Re2-7_21010;Cytochrome c;Pbr-51MFCVI2_02665;Cytochrome c;Pbr-BS3663_13345;Cytochrome c;Pbr-L13-6-12_25715;Cytochrome c;Pbr-LBUM300_22760;Cytochrome c;Pbr-NFM421_21900;Cytochrome c;Pbr-PA1G7_24785;Cytochrome c;Pbr-PP1_210F_11730;Cytochrome c;Pbr-TM1A3_07850;Cytochrome c
Pbr-3Re2-7_21015;hypothetical protein;Pbr-51MFCVI2_02660;hypothetical protein;Pbr-BS3663_13350;hypothetical protein;Pbr-L13-6-12_25710;hypothetical protein;Pbr-LBUM300_22765;hypothetical protein;Pbr-NFM421_21905;hypothetical protein;Pbr-PA1G7_24790;hypothetical protein;Pbr-PP1_210F_11725;hypothetical protein;Pbr-TM1A3_07855;hypothetical protein
Pbr-3Re2-7_21020;hypothetical protein;Pbr-51MFCVI2_02655;hypothetical protein;Pbr-BS3663_13355;hypothetical protein;Pbr-L13-6-12_25705;hypothetical protein;Pbr-LBUM300_22770;hypothetical protein;Pbr-NFM421_21910;hypothetical protein;Pbr-PA1G7_24795;hypothetical protein;Pbr-PP1_210F_11720;hypothetical protein;Pbr-TM1A3_07860;hypothetical protein
Pbr-3Re2-7_21025;hypothetical protein;Pbr-51MFCVI2_02650;hypothetical protein;Pbr-BS3663_13360;hypothetical protein;Pbr-L13-6-12_25700;hypothetical protein;Pbr-LBUM300_22775;hypothetical protein;Pbr-NFM421_21915;hypothetical protein;Pbr-PA1G7_24800;hypothetical protein;Pbr-PP1_210F_11715;hypothetical protein;Pbr-TM1A3_07865;hypothetical protein
Pbr-3Re2-7_21030;hypothetical protein;Pbr-51MFCVI2_02645;hypothetical protein;Pbr-BS3663_13365;hypothetical protein;Pbr-L13-6-12_25695;hypothetical protein;Pbr-LBUM300_22780;hypothetical protein;Pbr-NFM421_21920;hypothetical protein;Pbr-PA1G7_24805;hypothetical protein;Pbr-PP1_210F_11710;hypothetical protein;Pbr-TM1A3_07870;hypothetical protein
Pbr-3Re2-7_21035;hypothetical protein;Pbr-51MFCVI2_02640;hypothetical protein;Pbr-BS3663_13370;hypothetical protein;Pbr-L13-6-12_25690;hypothetical protein;Pbr-LBUM300_22785;hypothetical protein;Pbr-NFM421_21925;hypothetical protein;Pbr-PA1G7_24810;hypothetical protein;Pbr-PP1_210F_11705;hypothetical protein;Pbr-TM1A3_07875;hypothetical protein
Pbr-3Re2-7_21040;START domain protein;Pbr-51MFCVI2_02635;START domain protein;Pbr-BS3663_13375;START domain protein;Pbr-L13-6-12_25685;START domain protein;Pbr-LBUM300_22790;START domain protein;Pbr-NFM421_21930;START domain protein;Pbr-PA1G7_24815;START domain protein;Pbr-PP1_210F_11700;START domain protein;Pbr-TM1A3_07880;START domain protein
Pbr-3Re2-7_21045;Flagellin N-methylase;Pbr-51MFCVI2_02630;Flagellin N-methylase;Pbr-BS3663_13380;Flagellin N-methylase;Pbr-L13-6-12_25680;Flagellin N-methylase;Pbr-LBUM300_22795;Flagellin N-methylase;Pbr-NFM421_21935;Flagellin N-methylase;Pbr-PA1G7_24820;Flagellin N-methylase;Pbr-PP1_210F_11695;Flagellin N-methylase;Pbr-TM1A3_07885;Flagellin N-methylase
Pbr-3Re2-7_21050;hypothetical protein;Pbr-51MFCVI2_02625;hypothetical protein;Pbr-BS3663_13385;hypothetical protein;Pbr-L13-6-12_25675;hypothetical protein;Pbr-LBUM300_22800;hypothetical protein;Pbr-NFM421_21940;hypothetical protein;Pbr-PA1G7_24825;hypothetical protein;Pbr-PP1_210F_11690;hypothetical protein;Pbr-TM1A3_07890;hypothetical protein
Pbr-3Re2-7_21055;putative HTH-type transcriptional regulator YjiR;Pbr-51MFCVI2_02620;putative HTH-type transcriptional regulator YjiR;Pbr-BS3663_13390;putative HTH-type transcriptional regulator YjiR;Pbr-L13-6-12_25670;putative HTH-type transcriptional regulator YjiR;Pbr-LBUM300_22805;putative HTH-type transcriptional regulator YjiR;Pbr-NFM421_21945;putative HTH-type transcriptional regulator YjiR;Pbr-PA1G7_24830;putative HTH-type transcriptional regulator YjiR;Pbr-PP1_210F_11685;putative HTH-type transcriptional regulator YjiR;Pbr-TM1A3_07895;putative HTH-type transcriptional regulator YjiR
Pbr-3Re2-7_21060;putative lipoprotein YiaD precursor;Pbr-51MFCVI2_02615;putative lipoprotein YiaD precursor;Pbr-BS3663_13395;putative lipoprotein YiaD precursor;Pbr-L13-6-12_25665;putative lipoprotein YiaD precursor;Pbr-LBUM300_22810;putative lipoprotein YiaD precursor;Pbr-NFM421_21950;putative lipoprotein YiaD precursor;Pbr-PA1G7_24835;putative lipoprotein YiaD precursor;Pbr-PP1_210F_11680;putative lipoprotein YiaD precursor;Pbr-TM1A3_07900;putative lipoprotein YiaD precursor
Pbr-3Re2-7_21065;hypothetical protein;Pbr-51MFCVI2_02610;hypothetical protein;Pbr-BS3663_13400;hypothetical protein;Pbr-L13-6-12_25660;hypothetical protein;Pbr-LBUM300_22815;hypothetical protein;Pbr-NFM421_21955;hypothetical protein;Pbr-PA1G7_24840;hypothetical protein;Pbr-PP1_210F_11675;hypothetical protein;Pbr-TM1A3_07905;hypothetical protein
Pbr-3Re2-7_21070;Bacterial extracellular solute-binding proteins, family 3;Pbr-51MFCVI2_02605;Bacterial extracellular solute-binding proteins, family 3;Pbr-BS3663_13405;Bacterial extracellular solute-binding proteins, family 3;Pbr-L13-6-12_25655;Bacterial extracellular solute-binding proteins, family 3;Pbr-LBUM300_22820;Bacterial extracellular solute-binding proteins, family 3;Pbr-NFM421_21960;Bacterial extracellular solute-binding proteins, family 3;Pbr-PA1G7_24845;Bacterial extracellular solute-binding proteins, family 3;Pbr-PP1_210F_11670;Bacterial extracellular solute-binding proteins, family 3;Pbr-TM1A3_07910;Bacterial extracellular solute-binding proteins, family 3
Pbr-3Re2-7_21075;Electron transfer flavoprotein subunit alpha;Pbr-51MFCVI2_02600;Electron transfer flavoprotein subunit alpha;Pbr-BS3663_13410;Electron transfer flavoprotein subunit alpha;Pbr-L13-6-12_25650;Electron transfer flavoprotein subunit alpha;Pbr-LBUM300_22825;Electron transfer flavoprotein subunit alpha;Pbr-NFM421_21965;Electron transfer flavoprotein subunit alpha;Pbr-PA1G7_24850;Electron transfer flavoprotein subunit alpha;Pbr-PP1_210F_11665;Electron transfer flavoprotein subunit alpha;Pbr-TM1A3_07915;Electron transfer flavoprotein subunit alpha
Pbr-3Re2-7_21080;Electron transfer flavoprotein subunit beta;Pbr-51MFCVI2_02595;Electron transfer flavoprotein subunit beta;Pbr-BS3663_13415;Electron transfer flavoprotein subunit beta;Pbr-L13-6-12_25645;Electron transfer flavoprotein subunit beta;Pbr-LBUM300_22830;Electron transfer flavoprotein subunit beta;Pbr-NFM421_21970;Electron transfer flavoprotein subunit beta;Pbr-PA1G7_24855;Electron transfer flavoprotein subunit beta;Pbr-PP1_210F_11655;Electron transfer flavoprotein subunit beta;Pbr-TM1A3_07920;Electron transfer flavoprotein subunit beta
Pbr-3Re2-7_21085;Electron transfer flavoprotein-ubiquinone oxidoreductase;Pbr-51MFCVI2_02590;Electron transfer flavoprotein-ubiquinone oxidoreductase;Pbr-BS3663_13420;Electron transfer flavoprotein-ubiquinone oxidoreductase;Pbr-L13-6-12_25640;Electron transfer flavoprotein-ubiquinone oxidoreductase;Pbr-LBUM300_22835;Electron transfer flavoprotein-ubiquinone oxidoreductase;Pbr-NFM421_21975;Electron transfer flavoprotein-ubiquinone oxidoreductase;Pbr-PA1G7_24860;Electron transfer flavoprotein-ubiquinone oxidoreductase;Pbr-PP1_210F_11650;Electron transfer flavoprotein-ubiquinone oxidoreductase;Pbr-TM1A3_07925;Electron transfer flavoprotein-ubiquinone oxidoreductase
Pbr-3Re2-7_21090;HTH-type transcriptional activator RhaS;Pbr-51MFCVI2_02585;HTH-type transcriptional activator RhaS;Pbr-BS3663_13425;HTH-type transcriptional activator RhaS;Pbr-L13-6-12_25635;HTH-type transcriptional activator RhaS;Pbr-LBUM300_22840;HTH-type transcriptional activator RhaS;Pbr-NFM421_21980;HTH-type transcriptional activator RhaS;Pbr-PA1G7_24865;HTH-type transcriptional activator RhaS;Pbr-PP1_210F_11645;HTH-type transcriptional activator RhaS;Pbr-TM1A3_07930;HTH-type transcriptional activator RhaS
Pbr-3Re2-7_21095;NADP-dependent alcohol dehydrogenase C 2;Pbr-51MFCVI2_02580;NADP-dependent alcohol dehydrogenase C 2;Pbr-BS3663_13430;NADP-dependent alcohol dehydrogenase C 2;Pbr-L13-6-12_25630;NADP-dependent alcohol dehydrogenase C 2;Pbr-LBUM300_22845;NADP-dependent alcohol dehydrogenase C 2;Pbr-NFM421_21985;NADP-dependent alcohol dehydrogenase C 2;Pbr-PA1G7_24870;NADP-dependent alcohol dehydrogenase C 2;Pbr-PP1_210F_11640;NADP-dependent alcohol dehydrogenase C 2;Pbr-TM1A3_07935;NADP-dependent alcohol dehydrogenase C 2
Pbr-3Re2-7_21100;HTH-type transcriptional regulator YiaJ;Pbr-51MFCVI2_02575;Transcriptional regulator KdgR;Pbr-BS3663_13435;HTH-type transcriptional regulator YiaJ;Pbr-L13-6-12_25625;Transcriptional regulator KdgR;Pbr-LBUM300_22850;Transcriptional regulator KdgR;Pbr-NFM421_21990;Transcriptional regulator KdgR;Pbr-PA1G7_24875;Transcriptional regulator KdgR;Pbr-PP1_210F_11635;HTH-type transcriptional regulator YiaJ;Pbr-TM1A3_07940;Transcriptional regulator KdgR
Pbr-3Re2-7_21105;D-galactonate transporter;Pbr-51MFCVI2_02570;D-galactonate transporter;Pbr-BS3663_13440;D-galactonate transporter;Pbr-L13-6-12_25620;D-galactonate transporter;Pbr-LBUM300_22855;D-galactonate transporter;Pbr-NFM421_21995;D-galactonate transporter;Pbr-PA1G7_24880;D-galactonate transporter;Pbr-PP1_210F_11630;D-galactonate transporter;Pbr-TM1A3_07945;D-galactonate transporter
Pbr-3Re2-7_21110;D-galactonate dehydratase;Pbr-51MFCVI2_02565;D-galactonate dehydratase;Pbr-BS3663_13445;D-galactonate dehydratase;Pbr-L13-6-12_25615;D-galactonate dehydratase;Pbr-LBUM300_22860;D-galactonate dehydratase;Pbr-NFM421_22000;D-galactonate dehydratase;Pbr-PA1G7_24885;D-galactonate dehydratase;Pbr-PP1_210F_11625;D-galactonate dehydratase;Pbr-TM1A3_07950;D-galactonate dehydratase
Pbr-3Re2-7_21115;2-dehydro-3-deoxy-6-phosphogalactonate aldolase;Pbr-51MFCVI2_02560;2-dehydro-3-deoxy-6-phosphogalactonate aldolase;Pbr-BS3663_13450;2-dehydro-3-deoxy-6-phosphogalactonate aldolase;Pbr-L13-6-12_25610;2-dehydro-3-deoxy-6-phosphogalactonate aldolase;Pbr-LBUM300_22865;2-dehydro-3-deoxy-6-phosphogalactonate aldolase;Pbr-NFM421_22005;2-dehydro-3-deoxy-6-phosphogalactonate aldolase;Pbr-PA1G7_24890;2-dehydro-3-deoxy-6-phosphogalactonate aldolase;Pbr-PP1_210F_11620;2-dehydro-3-deoxy-6-phosphogalactonate aldolase;Pbr-TM1A3_07955;2-dehydro-3-deoxy-6-phosphogalactonate aldolase
Pbr-3Re2-7_21120;2-keto-3-deoxy-galactonokinase;Pbr-51MFCVI2_02555;2-keto-3-deoxy-galactonokinase;Pbr-BS3663_13455;2-keto-3-deoxy-galactonokinase;Pbr-L13-6-12_25605;2-keto-3-deoxy-galactonokinase;Pbr-LBUM300_22870;2-keto-3-deoxy-galactonokinase;Pbr-NFM421_22010;2-keto-3-deoxy-galactonokinase;Pbr-PA1G7_24895;2-keto-3-deoxy-galactonokinase;Pbr-PP1_210F_11615;2-keto-3-deoxy-galactonokinase;Pbr-TM1A3_07960;2-keto-3-deoxy-galactonokinase
Pbr-3Re2-7_21125;Glutathione S-transferase GstB;Pbr-51MFCVI2_02550;Glutathione S-transferase GstB;Pbr-BS3663_13460;Glutathione S-transferase GstB;Pbr-L13-6-12_25600;Glutathione S-transferase GstB;Pbr-LBUM300_22875;Glutathione S-transferase GstB;Pbr-NFM421_22015;Glutathione S-transferase GstB;Pbr-PA1G7_24900;Glutathione S-transferase GstB;Pbr-PP1_210F_11610;Glutathione S-transferase GstB;Pbr-TM1A3_07965;Glutathione S-transferase GstB
Pbr-3Re2-7_21130;Acetyltransferase (GNAT) family protein;Pbr-51MFCVI2_02545;Acetyltransferase (GNAT) family protein;Pbr-BS3663_13465;Acetyltransferase (GNAT) family protein;Pbr-L13-6-12_25595;Acetyltransferase (GNAT) family protein;Pbr-LBUM300_22880;Acetyltransferase (GNAT) family protein;Pbr-NFM421_22020;Acetyltransferase (GNAT) family protein;Pbr-PA1G7_24905;Acetyltransferase (GNAT) family protein;Pbr-PP1_210F_11605;Acetyltransferase (GNAT) family protein;Pbr-TM1A3_07970;Acetyltransferase (GNAT) family protein
Pbr-3Re2-7_21135;putative hydrolase;Pbr-51MFCVI2_02540;putative hydrolase;Pbr-BS3663_13470;putative hydrolase;Pbr-L13-6-12_25590;putative hydrolase;Pbr-LBUM300_22885;putative hydrolase;Pbr-NFM421_22025;putative hydrolase;Pbr-PA1G7_24910;putative hydrolase;Pbr-PP1_210F_11600;putative hydrolase;Pbr-TM1A3_07975;putative hydrolase
Pbr-3Re2-7_21140;hypothetical protein;Pbr-51MFCVI2_02535;hypothetical protein;Pbr-BS3663_13475;hypothetical protein;Pbr-L13-6-12_25585;hypothetical protein;Pbr-LBUM300_22890;hypothetical protein;Pbr-NFM421_22030;hypothetical protein;Pbr-PA1G7_24915;hypothetical protein;Pbr-PP1_210F_11595;hypothetical protein;Pbr-TM1A3_07980;hypothetical protein
Pbr-3Re2-7_21145;hypothetical protein;Pbr-51MFCVI2_02530;hypothetical protein;Pbr-BS3663_13480;hypothetical protein;Pbr-L13-6-12_25580;hypothetical protein;Pbr-LBUM300_22895;hypothetical protein;Pbr-NFM421_22035;hypothetical protein;Pbr-PA1G7_24920;hypothetical protein;Pbr-PP1_210F_11590;hypothetical protein;Pbr-TM1A3_07985;hypothetical protein
Pbr-3Re2-7_21150;Ribose transport system permease protein RbsC;Pbr-51MFCVI2_02525;Ribose transport system permease protein RbsC;Pbr-BS3663_13485;Ribose transport system permease protein RbsC;Pbr-L13-6-12_25575;Ribose transport system permease protein RbsC;Pbr-LBUM300_22900;Ribose transport system permease protein RbsC;Pbr-NFM421_22040;Ribose transport system permease protein RbsC;Pbr-PA1G7_24925;Ribose transport system permease protein RbsC;Pbr-PP1_210F_11585;Ribose transport system permease protein RbsC;Pbr-TM1A3_07990;Ribose transport system permease protein RbsC
Pbr-3Re2-7_21155;Arabinose import ATP-binding protein AraG;Pbr-51MFCVI2_02520;Arabinose import ATP-binding protein AraG;Pbr-BS3663_13490;Arabinose import ATP-binding protein AraG;Pbr-L13-6-12_25570;Arabinose import ATP-binding protein AraG;Pbr-LBUM300_22905;Arabinose import ATP-binding protein AraG;Pbr-NFM421_22045;Arabinose import ATP-binding protein AraG;Pbr-PA1G7_24930;Arabinose import ATP-binding protein AraG;Pbr-PP1_210F_11580;Arabinose import ATP-binding protein AraG;Pbr-TM1A3_07995;Arabinose import ATP-binding protein AraG
Pbr-3Re2-7_21160;L-arabinose-binding periplasmic protein precursor;Pbr-51MFCVI2_02515;L-arabinose-binding periplasmic protein precursor;Pbr-BS3663_13495;L-arabinose-binding periplasmic protein precursor;Pbr-L13-6-12_25565;L-arabinose-binding periplasmic protein precursor;Pbr-LBUM300_22910;L-arabinose-binding periplasmic protein precursor;Pbr-NFM421_22050;L-arabinose-binding periplasmic protein precursor;Pbr-PA1G7_24935;L-arabinose-binding periplasmic protein precursor;Pbr-PP1_210F_11575;L-arabinose-binding periplasmic protein precursor;Pbr-TM1A3_08000;L-arabinose-binding periplasmic protein precursor
Pbr-3Re2-7_21165;Levodione reductase;Pbr-51MFCVI2_02510;Levodione reductase;Pbr-BS3663_13500;Levodione reductase;Pbr-L13-6-12_25560;Levodione reductase;Pbr-LBUM300_22915;Levodione reductase;Pbr-NFM421_22055;Levodione reductase;Pbr-PA1G7_24940;Levodione reductase;Pbr-PP1_210F_11570;Levodione reductase;Pbr-TM1A3_08005;Levodione reductase
Pbr-3Re2-7_21170;L-arabinolactonase;Pbr-51MFCVI2_02505;L-arabinolactonase;Pbr-BS3663_13505;L-arabinolactonase;Pbr-L13-6-12_25555;L-arabinolactonase;Pbr-LBUM300_22920;L-arabinolactonase;Pbr-NFM421_22060;L-arabinolactonase;Pbr-PA1G7_24945;L-arabinolactonase;Pbr-PP1_210F_11565;L-arabinolactonase;Pbr-TM1A3_08010;L-arabinolactonase
Pbr-3Re2-7_21175;Pyruvate dehydrogenase complex repressor;Pbr-51MFCVI2_02500;Pyruvate dehydrogenase complex repressor;Pbr-BS3663_13510;Pyruvate dehydrogenase complex repressor;Pbr-L13-6-12_25550;Pyruvate dehydrogenase complex repressor;Pbr-LBUM300_22925;Pyruvate dehydrogenase complex repressor;Pbr-NFM421_22065;Pyruvate dehydrogenase complex repressor;Pbr-PA1G7_24950;Pyruvate dehydrogenase complex repressor;Pbr-PP1_210F_11560;Pyruvate dehydrogenase complex repressor;Pbr-TM1A3_08015;Pyruvate dehydrogenase complex repressor
Pbr-3Re2-7_21180;hypothetical protein;Pbr-51MFCVI2_02495;hypothetical protein;Pbr-BS3663_13515;hypothetical protein;Pbr-L13-6-12_25545;hypothetical protein;Pbr-LBUM300_22930;hypothetical protein;Pbr-NFM421_22070;hypothetical protein;Pbr-PA1G7_24955;hypothetical protein;Pbr-PP1_210F_11555;hypothetical protein;Pbr-TM1A3_08020;hypothetical protein
Pbr-3Re2-7_21185;hypothetical protein;Pbr-51MFCVI2_02490;hypothetical protein;Pbr-BS3663_13520;hypothetical protein;Pbr-L13-6-12_25540;hypothetical protein;Pbr-LBUM300_22935;hypothetical protein;Pbr-NFM421_22075;hypothetical protein;Pbr-PA1G7_24960;hypothetical protein;Pbr-PP1_210F_11550;hypothetical protein;Pbr-TM1A3_08025;hypothetical protein
Pbr-3Re2-7_21190;Cyclic pyranopterin monophosphate synthase;Pbr-51MFCVI2_02485;Cyclic pyranopterin monophosphate synthase;Pbr-BS3663_13525;Cyclic pyranopterin monophosphate synthase;Pbr-L13-6-12_25535;Cyclic pyranopterin monophosphate synthase;Pbr-LBUM300_22940;Cyclic pyranopterin monophosphate synthase;Pbr-NFM421_22080;Cyclic pyranopterin monophosphate synthase;Pbr-PA1G7_24965;Cyclic pyranopterin monophosphate synthase;Pbr-PP1_210F_11545;Cyclic pyranopterin monophosphate synthase;Pbr-TM1A3_08030;Cyclic pyranopterin monophosphate synthase
Pbr-3Re2-7_21195;HTH-type transcriptional regulator AcrR;Pbr-51MFCVI2_02480;HTH-type transcriptional regulator AcrR;Pbr-BS3663_13530;HTH-type transcriptional regulator AcrR;Pbr-L13-6-12_25530;HTH-type transcriptional regulator AcrR;Pbr-LBUM300_22945;HTH-type transcriptional regulator AcrR;Pbr-NFM421_22085;HTH-type transcriptional regulator AcrR;Pbr-PA1G7_24970;HTH-type transcriptional regulator AcrR;Pbr-PP1_210F_11540;HTH-type transcriptional regulator AcrR;Pbr-TM1A3_08035;HTH-type transcriptional regulator AcrR
Pbr-3Re2-7_21205;putative deoxyribonuclease YcfH;Pbr-51MFCVI2_02470;putative deoxyribonuclease YcfH;Pbr-BS3663_13540;putative deoxyribonuclease YcfH;Pbr-L13-6-12_25520;putative deoxyribonuclease YcfH;Pbr-LBUM300_22955;putative deoxyribonuclease YcfH;Pbr-NFM421_22095;putative deoxyribonuclease YcfH;Pbr-PA1G7_24980;putative deoxyribonuclease YcfH;Pbr-PP1_210F_11530;putative deoxyribonuclease YcfH;Pbr-TM1A3_08045;putative deoxyribonuclease YcfH
Pbr-3Re2-7_21210;PilZ domain protein;Pbr-51MFCVI2_02465;PilZ domain protein;Pbr-BS3663_13545;PilZ domain protein;Pbr-L13-6-12_25515;PilZ domain protein;Pbr-LBUM300_22960;PilZ domain protein;Pbr-NFM421_22100;PilZ domain protein;Pbr-PA1G7_24985;PilZ domain protein;Pbr-PP1_210F_11525;PilZ domain protein;Pbr-TM1A3_08050;PilZ domain protein
Pbr-3Re2-7_21215;DNA polymerase III subunit delta;Pbr-51MFCVI2_02460;DNA polymerase III subunit delta;Pbr-BS3663_13550;DNA polymerase III subunit delta;Pbr-L13-6-12_25510;DNA polymerase III subunit delta;Pbr-LBUM300_22965;DNA polymerase III subunit delta;Pbr-NFM421_22105;DNA polymerase III subunit delta;Pbr-PA1G7_24990;DNA polymerase III subunit delta;Pbr-PP1_210F_11520;DNA polymerase III subunit delta;Pbr-TM1A3_08055;DNA polymerase III subunit delta
Pbr-3Re2-7_21220;Thymidylate kinase;Pbr-51MFCVI2_02455;Thymidylate kinase;Pbr-BS3663_13555;Thymidylate kinase;Pbr-L13-6-12_25505;Thymidylate kinase;Pbr-LBUM300_22970;Thymidylate kinase;Pbr-NFM421_22110;Thymidylate kinase;Pbr-PA1G7_24995;Thymidylate kinase;Pbr-PP1_210F_11515;Thymidylate kinase;Pbr-TM1A3_08060;Thymidylate kinase
Pbr-3Re2-7_21225;putative aminodeoxychorismate lyase;Pbr-51MFCVI2_02450;putative aminodeoxychorismate lyase;Pbr-BS3663_13560;putative aminodeoxychorismate lyase;Pbr-L13-6-12_25500;putative aminodeoxychorismate lyase;Pbr-LBUM300_22975;putative aminodeoxychorismate lyase;Pbr-NFM421_22115;putative aminodeoxychorismate lyase;Pbr-PA1G7_25000;putative aminodeoxychorismate lyase;Pbr-PP1_210F_11510;putative aminodeoxychorismate lyase;Pbr-TM1A3_08065;putative aminodeoxychorismate lyase
Pbr-3Re2-7_21230;Aminodeoxychorismate lyase;Pbr-51MFCVI2_02445;Aminodeoxychorismate lyase;Pbr-BS3663_13565;Aminodeoxychorismate lyase;Pbr-L13-6-12_25495;Aminodeoxychorismate lyase;Pbr-LBUM300_22980;Aminodeoxychorismate lyase;Pbr-NFM421_22120;Aminodeoxychorismate lyase;Pbr-PA1G7_25005;Aminodeoxychorismate lyase;Pbr-PP1_210F_11505;Aminodeoxychorismate lyase;Pbr-TM1A3_08070;Aminodeoxychorismate lyase
Pbr-3Re2-7_21235;3-oxoacyl-[acyl-carrier-protein] synthase 2;Pbr-51MFCVI2_02440;3-oxoacyl-[acyl-carrier-protein] synthase 2;Pbr-BS3663_13570;3-oxoacyl-[acyl-carrier-protein] synthase 2;Pbr-L13-6-12_25490;3-oxoacyl-[acyl-carrier-protein] synthase 2;Pbr-LBUM300_22985;3-oxoacyl-[acyl-carrier-protein] synthase 2;Pbr-NFM421_22125;3-oxoacyl-[acyl-carrier-protein] synthase 2;Pbr-PA1G7_25010;3-oxoacyl-[acyl-carrier-protein] synthase 2;Pbr-PP1_210F_11500;3-oxoacyl-[acyl-carrier-protein] synthase 2;Pbr-TM1A3_08075;3-oxoacyl-[acyl-carrier-protein] synthase 2
Pbr-3Re2-7_21240;Acyl carrier protein;Pbr-51MFCVI2_02435;Acyl carrier protein;Pbr-BS3663_13575;Acyl carrier protein;Pbr-L13-6-12_25485;Acyl carrier protein;Pbr-LBUM300_22990;Acyl carrier protein;Pbr-NFM421_22130;Acyl carrier protein;Pbr-PA1G7_25015;Acyl carrier protein;Pbr-PP1_210F_11495;Acyl carrier protein;Pbr-TM1A3_08080;Acyl carrier protein
Pbr-3Re2-7_21245;3-oxoacyl-[acyl-carrier-protein] reductase FabG;Pbr-51MFCVI2_02430;3-oxoacyl-[acyl-carrier-protein] reductase FabG;Pbr-BS3663_13580;3-oxoacyl-[acyl-carrier-protein] reductase FabG;Pbr-L13-6-12_25480;3-oxoacyl-[acyl-carrier-protein] reductase FabG;Pbr-LBUM300_22995;3-oxoacyl-[acyl-carrier-protein] reductase FabG;Pbr-NFM421_22135;3-oxoacyl-[acyl-carrier-protein] reductase FabG;Pbr-PA1G7_25020;3-oxoacyl-[acyl-carrier-protein] reductase FabG;Pbr-PP1_210F_11490;3-oxoacyl-[acyl-carrier-protein] reductase FabG;Pbr-TM1A3_08085;3-oxoacyl-[acyl-carrier-protein] reductase FabG
Pbr-3Re2-7_21250;Malonyl CoA-acyl carrier protein transacylase;Pbr-51MFCVI2_02425;Malonyl CoA-acyl carrier protein transacylase;Pbr-BS3663_13585;Malonyl CoA-acyl carrier protein transacylase;Pbr-L13-6-12_25475;Malonyl CoA-acyl carrier protein transacylase;Pbr-LBUM300_23000;Malonyl CoA-acyl carrier protein transacylase;Pbr-NFM421_22140;Malonyl CoA-acyl carrier protein transacylase;Pbr-PA1G7_25025;Malonyl CoA-acyl carrier protein transacylase;Pbr-PP1_210F_11485;Malonyl CoA-acyl carrier protein transacylase;Pbr-TM1A3_08090;Malonyl CoA-acyl carrier protein transacylase
Pbr-3Re2-7_21255;Phosphate acyltransferase;Pbr-51MFCVI2_02420;Phosphate acyltransferase;Pbr-BS3663_13590;Phosphate acyltransferase;Pbr-L13-6-12_25470;Phosphate acyltransferase;Pbr-LBUM300_23005;Phosphate acyltransferase;Pbr-NFM421_22145;Phosphate acyltransferase;Pbr-PA1G7_25030;Phosphate acyltransferase;Pbr-PP1_210F_11475;Phosphate acyltransferase;Pbr-TM1A3_08095;Phosphate acyltransferase
Pbr-3Re2-7_21260;50S ribosomal protein L32;Pbr-51MFCVI2_02415;50S ribosomal protein L32;Pbr-BS3663_13595;50S ribosomal protein L32;Pbr-L13-6-12_25465;50S ribosomal protein L32;Pbr-LBUM300_23010;50S ribosomal protein L32;Pbr-NFM421_22150;50S ribosomal protein L32;Pbr-PA1G7_25035;50S ribosomal protein L32;Pbr-PP1_210F_11470;50S ribosomal protein L32;Pbr-TM1A3_08100;50S ribosomal protein L32
Pbr-3Re2-7_21265;hypothetical protein;Pbr-51MFCVI2_02410;hypothetical protein;Pbr-BS3663_13600;hypothetical protein;Pbr-L13-6-12_25460;hypothetical protein;Pbr-LBUM300_23015;hypothetical protein;Pbr-NFM421_22155;hypothetical protein;Pbr-PA1G7_25040;hypothetical protein;Pbr-PP1_210F_11465;hypothetical protein;Pbr-TM1A3_08105;hypothetical protein
Pbr-3Re2-7_21270;Maf-like protein YceF;Pbr-51MFCVI2_02405;Maf-like protein YceF;Pbr-BS3663_13605;Maf-like protein YceF;Pbr-L13-6-12_25455;Maf-like protein YceF;Pbr-LBUM300_23020;Maf-like protein YceF;Pbr-NFM421_22160;Maf-like protein YceF;Pbr-PA1G7_25045;Maf-like protein YceF;Pbr-PP1_210F_11460;Maf-like protein YceF;Pbr-TM1A3_08110;Maf-like protein YceF
Pbr-3Re2-7_21275;Putative signal peptide peptidase SppA;Pbr-51MFCVI2_02400;Putative signal peptide peptidase SppA;Pbr-BS3663_13610;Putative signal peptide peptidase SppA;Pbr-L13-6-12_25450;Putative signal peptide peptidase SppA;Pbr-LBUM300_23025;Putative signal peptide peptidase SppA;Pbr-NFM421_22165;Putative signal peptide peptidase SppA;Pbr-PA1G7_25050;Putative signal peptide peptidase SppA;Pbr-PP1_210F_11455;Putative signal peptide peptidase SppA;Pbr-TM1A3_08115;Putative signal peptide peptidase SppA
